League,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER
2012-2013 NBA NBA Summer League Stats,Matt Gatens,PHX,.679,.679,105.6,-,10.6,5.1,6.0,-,-,-,20.1,2.2,1.4,148.1,113.5,34.6,10.3,26.6
2012-2013 NBA NBA Summer League Stats,Sylven Landesberg,NYK,.694,.563,187.5,3.4,11.4,7.2,14.1,14.8,3.5,-,20.1,-2.2,2.0,129.2,112.2,17.0,11.3,26.6
2012-2013 NBA NBA Summer League Stats,Donatas Motiejunas,HOU,.641,.644,144.6,15.0,18.0,16.4,4.9,13.6,1.4,2.3,22.6,-5.2,1.4,120.5,94.6,25.9,46.4,26.4
2012-2013 NBA NBA Summer League Stats,Chandler Parsons,HOU,.649,.591,204.5,4.3,19.2,11.3,23.9,19.6,1.8,-,24.5,-1.2,1.5,117.1,99.2,17.9,12.1,26.2
2012-2013 NBA NBA Summer League Stats,John Henson,MIL,.569,.552,184.4,10.1,12.1,11.2,7.0,9.8,1.5,3.3,23.7,-2.2,1.3,115.2,95.6,19.6,53.8,25.7
2012-2013 NBA NBA Summer League Stats,Josh Owens,CHA,.833,.833,83.3,8.2,18.1,12.9,-,7.7,-,-,13.5,-2.4,1.7,156.2,103.0,53.3,15.0,25.5
2012-2013 NBA NBA Summer League Stats,Wesley Johnson,MIN,.612,.558,187.1,0.9,5.2,3.1,7.8,10.7,0.8,3.5,26.5,-3.7,1.4,117.9,100.2,17.7,40.0,25.5
2012-2013 NBA NBA Summer League Stats,Bernard James,DAL,.608,.605,116.1,10.5,27.7,19.3,-,10.6,2.7,7.9,15.9,-3.8,1.3,118.6,82.4,36.2,62.9,25.3
2012-2013 NBA NBA Summer League Stats,Jimmy Butler,CHI,.609,.471,182.9,8.2,9.5,8.9,12.1,9.3,1.0,-,21.6,-1.1,1.6,129.0,100.9,28.1,51.6,25.2
2012-2013 NBA NBA Summer League Stats,Tyler Zeller,CLE,.567,.463,136.8,18.1,17.4,17.7,3.3,10.7,1.8,3.8,21.1,-4.0,1.4,123.2,92.0,31.3,45.4,25.1
2012-2013 NBA NBA Summer League Stats,Gavin Edwards,POR,.796,.000,83.3,-,20.5,11.9,-,24.2,4.9,3.8,17.4,-9.4,10.0,130.5,82.9,47.6,7.3,25.1
2012-2013 NBA NBA Summer League Stats,Kammron Taylor,MIN,.565,.516,131.6,1.5,13.8,8.0,21.0,7.8,1.3,-,22.3,3.8,1.3,120.1,97.3,22.8,29.0,24.8
2012-2013 NBA NBA Summer League Stats,Artsiom Parakhouski,NYK,.587,.581,115.2,21.7,12.9,17.7,2.3,12.8,-,6.2,17.7,-4.4,1.3,119.3,115.0,4.3,41.6,24.7
2012-2013 NBA NBA Summer League Stats,Malcolm Thomas,CHI,.580,.535,132.1,15.7,28.9,22.0,10.8,14.0,-,3.5,16.8,-2.3,1.3,117.8,101.1,16.6,71.3,24.5
2012-2013 NBA NBA Summer League Stats,David Jelinek,DAL,.553,.475,160.8,-,-,-,-,11.3,3.0,2.3,34.7,-8.7,1.3,104.7,96.1,8.6,7.0,24.4
2012-2013 NBA NBA Summer League Stats,Jordan Hamilton,DEN,.565,.552,147.1,9.5,13.2,11.4,22.3,12.4,1.5,-,25.0,-,1.2,116.6,111.6,5.0,61.8,24.2
2012-2013 NBA NBA Summer League Stats,Josh Harrellson,HOU,.597,.550,200.0,4.3,26.0,14.2,-,-,-,3.4,19.0,-,1.3,131.8,92.0,39.8,9.0,24.2
2012-2013 NBA NBA Summer League Stats,Dominique Jones,DAL,.536,.477,151.9,1.6,16.8,9.4,33.7,15.5,1.1,0.6,28.0,1.8,1.2,106.7,94.7,12.1,52.5,23.9
2012-2013 NBA NBA Summer League Stats,Coby Karl,MIN,.917,.917,125.8,1.4,15.5,8.6,30.7,10.0,1.2,0.8,10.7,9.2,1.8,170.6,92.1,78.6,38.0,23.7
2012-2013 NBA NBA Summer League Stats,Deon Thompson,MEM,.590,.575,117.5,12.2,14.2,13.2,3.9,7.9,2.4,2.3,17.5,-1.6,1.4,124.1,104.9,19.2,48.1,23.5
2012-2013 NBA NBA Summer League Stats,Ed Davis,TOR,.590,.510,123.5,8.6,27.6,18.8,4.1,13.8,-,2.7,25.3,-6.2,1.6,111.7,103.0,8.7,53.0,23.4
2012-2013 NBA NBA Summer League Stats,LaMarcus Reed III,POR,.709,.667,205.6,5.6,16.1,11.7,12.8,9.2,1.9,-,18.0,1.2,1.6,140.3,93.1,47.2,9.5,23.3
2012-2013 NBA NBA Summer League Stats,Mac Koshwal,NOP,.571,.571,57.1,8.0,20.7,14.3,-,12.5,9.1,5.9,12.6,-3.5,1.1,110.6,76.6,34.0,11.5,23.2
2012-2013 NBA NBA Summer League Stats,Tobias Harris,MIL,.573,.549,146.3,6.0,16.2,11.6,8.2,15.0,0.9,1.8,27.7,-6.1,1.3,106.9,94.9,12.0,55.3,23.1
2012-2013 NBA NBA Summer League Stats,Denzel Bowles,NOP,.467,.429,117.9,24.8,21.9,23.4,5.7,11.5,0.6,6.4,24.1,-4.5,1.0,104.2,96.5,7.7,32.5,22.8
2012-2013 NBA NBA Summer League Stats,Tyler Wilkerson,SAS,.684,.750,118.8,15.3,12.4,13.8,4.1,10.0,0.6,2.7,15.7,-1.9,1.9,132.9,103.9,29.0,29.8,22.8
2012-2013 NBA NBA Summer League Stats,Tarence Kinsey,MIL,.703,.679,188.6,-,8.6,5.0,10.3,14.9,3.7,1.4,16.0,-0.6,1.7,128.3,92.6,35.8,18.6,22.6
2012-2013 NBA NBA Summer League Stats,Charles Jenkins,GSW,.642,.512,147.6,-,5.4,2.8,19.5,20.2,2.9,-,21.7,-3.2,1.7,113.4,84.6,28.8,38.5,22.6
2012-2013 NBA NBA Summer League Stats,Kenny Gabriel,SAC,.926,1.000,200.0,-,-,-,-,-,-,4.0,12.0,-,2.7,178.7,100.4,78.3,4.6,22.5
2012-2013 NBA NBA Summer League Stats,Dexter Pittman,MIA,.706,.692,135.9,8.6,17.5,12.8,3.6,23.5,1.3,6.4,24.4,-11.9,1.8,106.0,81.4,24.6,23.6,22.1
2012-2013 NBA NBA Summer League Stats,Jae Crowder,DAL,.508,.486,137.8,5.7,13.0,9.4,9.3,8.9,3.2,2.0,24.8,-1.6,1.2,105.7,90.8,14.9,51.0,21.9
2012-2013 NBA NBA Summer League Stats,Jarrid Famous,MIL,.627,.591,134.1,11.9,27.0,20.3,2.4,16.4,-,2.2,20.6,-6.5,1.5,114.7,88.9,25.9,24.8,21.9
2012-2013 NBA NBA Summer League Stats,Kemba Walker,CHA,.455,.359,120.7,1.3,11.7,6.2,26.5,5.4,2.8,-,22.6,8.4,1.1,115.1,98.6,16.5,53.8,21.9
2012-2013 NBA NBA Summer League Stats,Mardy Collins,SEL,.578,.545,217.3,2.9,17.0,10.0,13.7,15.9,3.6,-,22.5,-3.1,1.4,105.6,101.1,4.4,40.0,21.8
2012-2013 NBA NBA Summer League Stats,Garret Siler,WAS,.484,.444,111.1,21.7,31.5,26.9,12.4,22.5,1.6,12.4,19.4,-5.3,1.1,96.6,87.7,8.9,15.1,21.7
2012-2013 NBA NBA Summer League Stats,Jerry Smith,SEL,.525,.469,174.9,3.9,18.3,11.1,10.2,6.9,3.7,0.7,21.3,0.5,1.2,109.8,100.2,9.6,42.0,21.7
2012-2013 NBA NBA Summer League Stats,Jeremy Lamb,HOU,.584,.520,168.0,2.0,14.5,7.9,4.2,12.3,1.6,0.5,25.4,-5.5,1.3,112.9,97.0,15.9,45.0,21.6
2012-2013 NBA NBA Summer League Stats,Cory Joseph,SAS,.567,.522,171.1,1.4,14.2,7.6,27.0,18.5,2.7,0.5,23.8,0.2,1.3,108.0,100.2,7.8,55.5,21.6
2012-2013 NBA NBA Summer League Stats,Bradley Beal,WAS,.531,.463,144.0,7.1,10.2,8.7,11.4,11.7,1.5,2.4,25.0,-3.0,1.3,111.7,100.1,11.6,47.3,21.5
2012-2013 NBA NBA Summer League Stats,Chris Daniels,SEL,.614,.581,168.8,13.0,21.9,17.5,4.1,18.2,1.1,4.5,21.4,-6.9,1.4,110.9,101.9,8.9,32.4,21.3
2012-2013 NBA NBA Summer League Stats,DeShawn Sims,PHX,.517,.510,161.6,7.7,13.9,10.8,1.9,3.7,-,1.4,23.8,-1.3,1.1,111.9,109.9,1.9,29.9,21.3
2012-2013 NBA NBA Summer League Stats,Trey Thompkins,LAC,.438,.438,87.5,8.3,50.0,29.2,-,11.1,-,6.0,34.1,-8.1,0.9,84.8,80.2,4.6,5.0,21.3
2012-2013 NBA NBA Summer League Stats,Othello Hunter,CHA,.577,.552,135.2,13.3,18.0,15.5,4.0,11.4,1.3,-,17.8,-3.2,1.2,120.6,99.4,21.2,27.4,21.3
2012-2013 NBA NBA Summer League Stats,Stefhon Hannah,MIL,.662,.640,182.0,1.7,8.5,5.5,24.7,28.8,3.6,-,24.0,-4.1,1.4,104.1,94.5,9.6,23.4,21.3
2012-2013 NBA NBA Summer League Stats,Hassan Whiteside,SAC,.541,.571,90.5,7.1,22.5,15.7,-,10.7,1.5,11.3,12.1,-2.9,1.3,105.9,100.3,5.6,15.6,21.2
2012-2013 NBA NBA Summer League Stats,Dionte Christmas,BOS,.615,.573,165.6,1.3,15.3,7.9,14.8,20.6,3.6,-,21.9,-5.2,1.5,106.3,96.7,9.6,43.8,21.1
2012-2013 NBA NBA Summer League Stats,Aaron Miles,MIL,.628,.615,128.2,1.5,9.6,6.0,45.4,32.8,1.8,0.9,11.2,13.5,1.4,120.8,96.8,24.0,38.6,20.8
2012-2013 NBA NBA Summer League Stats,Bobby Brown,TOR,.579,.547,186.1,3.1,4.5,3.9,36.9,18.6,0.4,1.3,27.0,0.8,1.2,107.6,112.1,-4.4,33.1,20.8
2012-2013 NBA NBA Summer League Stats,Drew Viney,MIA,.508,.470,145.1,6.4,20.9,13.8,17.4,7.4,2.2,1.7,19.2,2.4,1.2,109.7,77.4,32.3,36.3,20.6
2012-2013 NBA NBA Summer League Stats,Gary Forbes,HOU,.644,.542,170.8,5.3,17.3,11.0,6.5,11.4,-,2.0,17.6,-1.5,1.7,132.5,99.8,32.8,13.5,20.6
2012-2013 NBA NBA Summer League Stats,Chris Copeland,NYK,.564,.518,174.7,3.5,16.6,9.5,5.9,16.4,1.7,3.1,26.7,-8.3,1.3,102.1,112.3,-10.2,31.0,20.6
2012-2013 NBA NBA Summer League Stats,Leo Lyons,SEL,.609,.549,177.1,5.3,17.6,11.5,8.2,12.8,-,0.7,21.5,-3.1,1.4,115.3,108.2,7.1,33.4,20.3
2012-2013 NBA NBA Summer League Stats,Alex Young,SAC,.693,.667,188.6,2.1,14.4,8.8,7.4,5.9,-,1.4,14.3,0.6,1.5,135.2,98.7,36.5,18.0,20.3
2012-2013 NBA NBA Summer League Stats,Andre Emmett,SEL,.546,.465,153.5,3.0,12.7,7.9,20.6,17.2,3.3,-,23.8,-1.3,1.3,103.5,102.9,0.6,34.9,20.2
2012-2013 NBA NBA Summer League Stats,John Jenkins,ATL,.586,.571,170.2,-,8.3,4.2,8.5,9.5,1.4,-,22.0,-2.0,1.2,112.9,103.5,9.4,35.3,20.1
2012-2013 NBA NBA Summer League Stats,Lance Thomas,NOP,.554,.420,135.3,8.2,17.4,12.7,7.5,8.7,1.3,1.1,19.1,-1.2,1.4,119.6,99.9,19.7,46.3,19.9
2012-2013 NBA NBA Summer League Stats,LaRon Dendy,WAS,.500,.500,50.0,26.1,5.7,15.2,-,16.7,-,4.2,26.9,-10.3,1.0,98.9,96.0,2.9,5.3,19.8
2012-2013 NBA NBA Summer League Stats,Steven Gray,WAS,.550,.550,68.2,-,11.8,6.3,21.0,9.1,1.8,1.4,17.1,3.6,1.1,122.0,91.4,30.6,16.5,19.8
2012-2013 NBA NBA Summer League Stats,Mickell Gladness,MIA,.522,.538,96.7,9.5,13.7,11.6,4.0,9.5,1.0,9.4,18.7,-2.6,1.5,104.0,78.8,25.2,17.5,19.7
2012-2013 NBA NBA Summer League Stats,Jerome Jordan,NYK,.567,.533,120.0,11.5,7.6,9.6,5.2,5.4,-,1.5,18.4,-0.7,1.3,121.0,119.4,1.6,12.3,19.7
2012-2013 NBA NBA Summer League Stats,Marcus Landry,PHX,.572,.556,154.3,2.1,13.1,7.7,3.3,2.0,0.5,-,20.3,0.3,1.2,123.5,110.0,13.5,27.4,19.7
2012-2013 NBA NBA Summer League Stats,Elijah Millsap,ATL,.610,.525,175.0,7.0,12.3,9.6,12.8,25.0,3.0,-,22.7,-8.0,1.7,102.1,99.0,3.1,19.8,19.7
2012-2013 NBA NBA Summer League Stats,Jeremy Pargo,MEM,.481,.381,144.4,-,-,-,35.1,13.8,4.7,-,24.3,6.0,1.1,103.7,98.6,5.1,13.9,19.6
2012-2013 NBA NBA Summer League Stats,Matt Janning,MEM,.614,.594,167.5,3.0,14.2,8.4,9.9,8.1,2.4,1.3,14.9,1.5,1.3,127.1,105.7,21.5,35.4,19.6
2012-2013 NBA NBA Summer League Stats,Craig Brackins,BOS,.520,.525,111.7,7.5,9.7,8.5,6.9,8.8,1.7,0.8,21.6,-2.2,1.1,107.3,102.1,5.2,24.9,19.5
2012-2013 NBA NBA Summer League Stats,Paulao Prestes,MIN,.582,.571,117.1,18.8,16.5,17.6,10.6,14.7,-,3.1,13.2,-,1.3,124.0,96.8,27.2,36.9,19.5
2012-2013 NBA NBA Summer League Stats,Brian Roberts,NOP,.627,.563,198.3,-,8.6,4.2,18.1,17.9,1.9,-,22.0,-3.4,1.4,112.1,102.1,10.0,29.0,19.3
2012-2013 NBA NBA Summer League Stats,Justin Holiday,CLE,.506,.483,144.4,1.4,11.7,6.6,15.0,8.7,4.2,1.0,17.5,1.9,1.1,111.8,91.1,20.7,25.8,19.0
2012-2013 NBA NBA Summer League Stats,Harrison Barnes,GSW,.490,.447,169.3,6.8,11.5,9.2,2.4,7.6,2.7,-,24.0,-3.3,1.1,103.1,82.1,21.0,40.8,18.8
2012-2013 NBA NBA Summer League Stats,Tony Wroten,MEM,.461,.423,133.3,7.0,8.6,7.8,27.4,16.4,2.5,1.7,29.9,-0.5,1.0,97.0,107.1,-10.1,33.4,18.8
2012-2013 NBA NBA Summer League Stats,Kent Bazemore,GSW,.501,.467,113.3,2.7,16.7,9.8,13.1,12.8,3.7,6.6,20.2,-1.9,1.1,98.3,76.4,21.9,23.9,18.7
2012-2013 NBA NBA Summer League Stats,Eric Dawson,SAS,.525,.531,86.5,12.0,26.3,19.0,8.0,13.0,1.9,3.7,16.1,-1.6,1.1,108.7,95.9,12.7,38.1,18.6
2012-2013 NBA NBA Summer League Stats,Chris Wright,TOR,.593,.500,229.3,7.9,13.6,11.0,4.9,8.6,2.4,-,14.8,-0.9,1.5,124.6,103.9,20.7,31.8,18.6
2012-2013 NBA NBA Summer League Stats,Luke Babbitt,POR,.527,.478,150.1,8.5,17.7,13.2,10.1,10.7,1.6,0.6,19.4,-0.5,1.2,114.3,105.0,9.2,39.8,18.5
2012-2013 NBA NBA Summer League Stats,Mike Harris,MIN,.550,.486,128.6,8.8,22.1,15.7,10.1,13.8,0.4,1.8,19.2,-1.9,1.3,110.7,94.6,16.1,38.6,18.4
2012-2013 NBA NBA Summer League Stats,Josh Carter,DEN,.748,.722,197.5,4.7,6.6,5.7,10.2,21.0,1.5,-,15.6,-3.7,1.7,126.0,114.3,11.6,28.1,18.4
2012-2013 NBA NBA Summer League Stats,E'Twaun Moore,BOS,.537,.534,141.1,1.7,9.7,5.9,14.3,13.6,0.8,-,26.2,-3.7,1.2,100.8,92.0,8.9,13.5,18.4
2012-2013 NBA NBA Summer League Stats,Will Barton,POR,.519,.484,142.4,3.0,11.7,7.6,11.4,7.7,1.6,0.9,20.6,0.8,1.2,111.3,103.0,8.4,43.4,18.3
2012-2013 NBA NBA Summer League Stats,Jimmer Fredette,SAC,.532,.410,145.2,1.4,8.8,5.3,20.4,14.2,0.6,-,26.7,-1.6,1.3,104.8,111.3,-6.4,37.3,18.3
2012-2013 NBA NBA Summer League Stats,Chris Wright,TOR,.587,.500,225.9,7.4,14.4,11.2,4.2,10.3,2.6,-,15.1,-1.7,1.5,120.6,97.0,23.6,34.0,18.2
2012-2013 NBA NBA Summer League Stats,Meyers Leonard,POR,.638,.560,133.8,10.7,20.1,15.6,3.8,15.4,0.4,3.5,13.9,-3.2,1.7,124.5,104.8,19.6,40.0,18.2
2012-2013 NBA NBA Summer League Stats,Tony Mitchell,SAC,.538,.510,164.7,9.9,7.9,8.9,19.4,13.1,1.6,-,20.9,-,1.2,109.3,109.4,-0.1,34.9,18.2
2012-2013 NBA NBA Summer League Stats,Terrance Whiters,NYK,.498,.406,148.2,7.4,14.7,10.7,8.7,9.5,3.6,-,21.3,-1.5,1.2,110.0,110.3,-0.4,9.6,18.0
2012-2013 NBA NBA Summer League Stats,Gary McGhee,LAC,.497,.556,84.1,16.1,20.9,18.5,2.4,11.0,-,5.0,16.7,-3.2,1.3,104.0,96.0,8.0,25.3,17.9
2012-2013 NBA NBA Summer League Stats,Joe Ragland,GSW,.622,.526,182.1,1.6,4.5,3.1,20.0,11.8,1.4,-,15.6,3.2,1.5,127.4,87.9,39.5,17.5,17.8
2012-2013 NBA NBA Summer League Stats,Kenneth Faried,DEN,.434,.394,96.5,12.9,20.8,17.2,8.3,18.7,1.9,7.9,25.3,-7.5,1.0,88.6,102.6,-14.0,27.5,17.8
2012-2013 NBA NBA Summer League Stats,Dwight Buycks,SAS,.498,.500,115.2,2.1,8.7,5.4,18.4,15.3,3.7,-,21.1,-,1.2,97.6,100.4,-2.7,14.1,17.5
2012-2013 NBA NBA Summer League Stats,Dominique Johnson,SAC,.534,.400,131.7,-,3.5,1.9,9.6,3.8,0.8,1.2,19.5,1.6,1.4,118.5,116.8,1.8,11.5,17.5
2012-2013 NBA NBA Summer League Stats,Marcus Hubbard,LAC,.479,.424,168.3,9.0,17.3,13.1,10.9,2.7,2.0,2.1,15.8,3.4,1.1,117.6,95.0,22.6,32.5,17.4
2012-2013 NBA NBA Summer League Stats,Marcus Dove,SEL,.540,.500,113.6,4.0,11.8,7.9,3.8,13.0,4.5,3.7,15.4,-2.8,1.3,103.0,98.2,4.8,24.1,17.3
2012-2013 NBA NBA Summer League Stats,Terrance Henry,MEM,.542,.500,107.1,16.3,18.0,17.1,11.4,15.3,-,1.8,14.4,-,1.5,118.4,109.7,8.7,13.4,17.1
2012-2013 NBA NBA Summer League Stats,Darius Morris,LAL,.486,.400,143.6,0.7,14.1,7.0,34.8,17.9,1.1,0.6,28.5,-2.0,1.2,94.5,114.0,-19.5,31.8,17.0
2012-2013 NBA NBA Summer League Stats,Devoe Joseph,TOR,.641,.611,185.2,1.5,5.1,3.4,6.8,9.2,-,0.9,17.8,-1.2,1.4,122.6,113.2,9.4,17.0,16.9
2012-2013 NBA NBA Summer League Stats,Justin Hamilton,MIA,.618,.471,147.1,13.5,10.3,12.0,-,18.6,1.7,-,20.2,-8.5,1.6,113.8,98.7,15.1,11.4,16.9
2012-2013 NBA NBA Summer League Stats,Luke Sikma,MIN,.541,.643,64.3,16.4,15.3,15.8,13.8,32.5,4.3,2.0,15.6,-5.6,1.3,91.9,88.5,3.4,24.8,16.8
2012-2013 NBA NBA Summer League Stats,Diamon Simpson,HOU,.451,.300,130.0,18.4,6.8,12.9,12.4,7.6,1.4,-,15.5,2.6,1.1,116.1,96.5,19.6,10.6,16.8
2012-2013 NBA NBA Summer League Stats,Cameron Wells,MIL,.790,.722,266.7,-,14.3,8.2,12.8,31.7,1.9,2.8,13.0,-3.0,1.9,114.8,92.2,22.7,14.8,16.7
2012-2013 NBA NBA Summer League Stats,Norris Cole,MIA,.544,.414,169.3,1.9,7.3,4.6,29.0,15.9,0.4,-,20.1,2.8,1.5,109.1,87.4,21.7,31.4,16.6
2012-2013 NBA NBA Summer League Stats,Alan Voskuil,MEM,.644,.500,166.7,-,-,-,7.8,-,3.3,-,10.5,4.2,1.7,152.8,120.6,32.2,3.5,16.5
2012-2013 NBA NBA Summer League Stats,T.J. Campbell,CLE,.604,.500,205.6,2.8,8.1,5.5,22.1,21.8,1.9,-,14.4,1.6,1.4,116.5,98.1,18.4,23.0,16.5
2012-2013 NBA NBA Summer League Stats,Bismack Biyombo,CHA,.586,.556,114.6,9.7,22.0,15.5,4.0,21.4,-,7.6,17.3,-7.1,1.6,104.9,97.0,7.9,31.0,16.5
2012-2013 NBA NBA Summer League Stats,Demonte Harper,DEN,.592,.615,143.3,-,16.0,8.0,24.0,20.8,-,1.5,16.1,1.3,1.4,109.3,111.2,-1.9,15.1,16.3
2012-2013 NBA NBA Summer League Stats,Eric Bledsoe,LAC,.471,.441,102.5,2.2,9.4,5.9,30.9,26.3,4.5,0.7,24.3,-2.6,1.1,84.0,93.1,-9.1,26.8,16.3
2012-2013 NBA NBA Summer League Stats,Doron Lamb,MIL,.539,.455,134.3,-,9.5,5.2,3.7,8.8,-,-,21.0,-2.5,1.3,111.7,102.6,9.1,20.5,16.3
2012-2013 NBA NBA Summer League Stats,Byron Mullens,CHA,.457,.423,143.1,11.7,12.4,12.0,2.5,14.3,1.5,2.7,29.2,-9.0,1.0,96.0,99.7,-3.8,26.3,16.2
2012-2013 NBA NBA Summer League Stats,Scott Christopherson,POR,.625,.625,100.0,10.5,-,4.4,5.5,-,-,-,12.3,2.3,1.3,143.3,106.3,37.0,7.0,16.2
2012-2013 NBA NBA Summer League Stats,Chris Singleton,WAS,.520,.457,136.6,5.6,19.9,13.1,8.1,19.0,3.7,4.0,19.9,-5.7,1.3,98.7,90.9,7.8,41.1,16.1
2012-2013 NBA NBA Summer League Stats,Ben Uzoh,TOR,.631,.550,133.6,8.9,13.5,11.4,28.9,33.2,0.9,2.1,16.1,-0.3,1.7,105.4,106.9,-1.5,33.8,16.0
2012-2013 NBA NBA Summer League Stats,JaJuan Johnson,BOS,.481,.400,102.5,7.6,22.9,15.5,5.8,6.9,2.7,2.5,11.4,0.6,1.3,111.9,80.2,31.6,18.8,15.9
2012-2013 NBA NBA Summer League Stats,Larry Owens,BOS,.553,.526,187.4,5.7,15.1,10.0,2.8,4.8,-,4.6,13.6,-0.5,1.2,121.4,105.1,16.2,16.8,15.9
2012-2013 NBA NBA Summer League Stats,Xavier Henry,NOP,.534,.419,184.3,1.6,18.1,9.6,15.2,17.4,1.1,0.6,21.5,-3.3,1.4,101.4,100.5,0.9,31.8,15.8
2012-2013 NBA NBA Summer League Stats,Diante Garrett,PHX,.437,.400,140.0,1.3,7.7,4.6,24.5,16.0,3.8,-,16.6,4.4,0.9,96.4,105.4,-9.0,22.1,15.6
2012-2013 NBA NBA Summer League Stats,John Ashaolu,MIL,.717,.688,237.5,6.5,13.2,10.2,3.6,17.0,1.3,-,13.3,-3.4,1.8,128.6,97.7,30.9,8.8,15.5
2012-2013 NBA NBA Summer League Stats,Mitchell Watt,MEM,.461,.417,127.4,11.6,20.7,15.9,3.0,15.2,1.5,5.5,19.3,-5.4,1.0,95.5,102.7,-7.2,29.9,15.4
2012-2013 NBA NBA Summer League Stats,Wesley Witherspoon,NYK,.507,.438,141.4,1.2,14.3,7.2,9.1,11.2,2.4,-,22.3,-2.6,1.3,102.8,113.7,-10.9,15.1,15.2
2012-2013 NBA NBA Summer League Stats,Julian Khazzouh,LAL,.671,.647,202.9,2.9,14.7,8.8,9.7,14.4,1.3,1.0,11.7,-0.4,1.4,123.5,113.5,9.9,20.5,15.1
2012-2013 NBA NBA Summer League Stats,Alexis Ajinca,SAS,.527,.500,150.0,10.5,21.6,15.6,7.7,27.7,3.7,3.8,15.2,-6.3,1.1,91.7,95.1,-3.4,12.4,15.0
2012-2013 NBA NBA Summer League Stats,Mark Davis,NOP,.500,.500,50.0,15.6,22.9,19.1,-,14.3,2.4,-,14.6,-4.6,1.0,102.3,95.1,7.2,6.0,15.0
2012-2013 NBA NBA Summer League Stats,Brian Butch,MIL,.436,.367,146.7,13.4,26.2,20.9,-,-,-,5.7,19.1,-,1.0,115.6,88.6,27.0,11.1,15.0
2012-2013 NBA NBA Summer League Stats,James Anderson,SAS,.555,.500,177.5,7.6,14.0,10.7,11.7,21.4,0.7,0.6,19.5,-4.6,1.3,102.5,104.4,-1.9,33.1,15.0
2012-2013 NBA NBA Summer League Stats,Donald Sloan,CLE,.544,.462,156.9,1.9,10.7,6.4,13.2,15.8,0.8,0.7,19.7,-2.4,1.3,107.3,98.6,8.7,23.8,14.8
2012-2013 NBA NBA Summer League Stats,Carlon Brown,CHA,.538,.473,163.9,6.4,8.3,7.3,9.0,15.8,0.4,-,17.8,-2.8,1.2,109.6,104.8,4.7,22.9,14.7
2012-2013 NBA NBA Summer League Stats,Reeves Nelson,LAL,.622,.571,123.8,11.8,26.2,18.9,3.7,29.3,1.0,3.4,12.3,-6.6,1.7,100.9,109.6,-8.8,15.8,14.6
2012-2013 NBA NBA Summer League Stats,Jeffery Taylor,CHA,.484,.467,140.0,10.9,6.4,8.8,6.5,9.3,0.4,-,18.7,-1.4,1.0,111.3,99.8,11.6,23.3,14.5
2012-2013 NBA NBA Summer League Stats,Frank Hassell,ATL,.537,.500,108.3,14.9,19.8,17.4,-,23.1,3.5,3.3,18.0,-9.3,1.4,94.6,92.8,1.7,17.5,14.5
2012-2013 NBA NBA Summer League Stats,Derrick Williams,MIN,.472,.368,110.1,0.8,18.4,9.9,10.1,17.2,2.1,0.5,29.9,-7.3,1.4,88.4,93.4,-5.1,26.5,14.4
2012-2013 NBA NBA Summer League Stats,Michael Lee,SAC,.613,.595,164.3,6.3,5.5,5.9,3.9,11.3,0.5,3.1,12.7,-1.7,1.4,119.1,111.1,8.0,21.3,14.3
2012-2013 NBA NBA Summer League Stats,Charles Garcia,PHX,.563,.517,111.7,7.9,8.7,8.3,1.4,11.1,1.9,-,17.8,-3.9,1.6,112.2,108.7,3.5,16.1,14.3
2012-2013 NBA NBA Summer League Stats,Mustapha Farrakhan,NYK,.467,.384,161.5,2.2,8.0,4.9,19.5,14.9,0.6,-,28.2,-3.2,1.1,94.8,119.6,-24.9,13.6,14.1
2012-2013 NBA NBA Summer League Stats,Hilton Armstrong,LAC,.512,.517,94.6,9.8,16.5,13.1,8.9,27.0,0.8,6.1,16.4,-6.4,1.2,88.8,95.3,-6.4,37.5,14.1
2012-2013 NBA NBA Summer League Stats,Jamarr Sanders,MIL,.482,.458,166.7,9.7,16.0,13.1,7.2,13.9,2.0,-,12.5,-,1.0,105.8,91.4,14.4,15.1,14.0
2012-2013 NBA NBA Summer League Stats,Jared Sullinger,BOS,.415,.311,124.9,9.2,24.0,16.1,2.6,11.8,1.9,1.6,24.1,-5.5,1.1,89.0,95.8,-6.8,29.4,13.9
2012-2013 NBA NBA Summer League Stats,Ahmad Nivins,NYK,.697,.667,141.7,9.6,13.0,11.1,2.7,24.5,-,1.0,16.3,-8.2,1.7,111.2,118.1,-7.0,13.0,13.8
2012-2013 NBA NBA Summer League Stats,Kenny Hayes,SEL,.499,.483,131.9,-,11.4,5.7,10.7,15.8,3.0,-,20.6,-3.1,1.1,90.9,103.9,-13.0,14.1,13.8
2012-2013 NBA NBA Summer League Stats,Marcus Lewis,POR,.705,.727,122.7,5.0,17.5,11.7,6.3,35.4,3.5,1.9,11.7,-6.7,1.6,96.0,95.6,0.4,19.3,13.7
2012-2013 NBA NBA Summer League Stats,Tony Easley,MIN,.773,1.000,100.0,18.4,21.2,19.9,-,34.0,-,3.6,13.0,-9.7,2.0,102.4,99.2,3.1,5.5,13.6
2012-2013 NBA NBA Summer League Stats,Jeff Brooks,WAS,.622,.615,118.7,10.5,22.9,17.0,-,27.2,0.8,3.6,15.6,-9.1,1.5,96.4,97.9,-1.5,16.1,13.6
