League,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2016-2017 NBA Salt Lake City Summer League Stats,Richaun Holmes,PHI,2,22.3,15.0,4.0,6.5,.615,0.0,0.5,.000,7.0,7.5,.933,1.0,3.0,4.0,0.0,0.0,3.5,1.0,3.5
2016-2017 NBA Salt Lake City Summer League Stats,James Young,BOS,3,26.6,11.7,3.7,9.0,.407,2.7,4.0,.667,1.7,2.0,.833,0.3,4.7,5.0,1.7,1.7,0.0,0.3,3.0
2016-2017 NBA Salt Lake City Summer League Stats,Dionte Christmas,UTA,3,22.0,11.0,4.7,9.3,.500,1.0,4.0,.250,0.7,1.3,.500,0.7,1.0,1.7,1.0,1.3,0.0,1.0,3.7
2016-2017 NBA Salt Lake City Summer League Stats,Olivier Hanlan,UTA,1,24.4,11.0,4.0,6.0,.667,1.0,3.0,.333,2.0,4.0,.500,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0
2016-2017 NBA Salt Lake City Summer League Stats,Timothe Luwawu-Cabarrot,PHI,2,24.6,11.0,3.0,8.0,.375,1.0,5.0,.200,4.0,5.0,.800,0.5,4.0,4.5,0.5,0.0,0.5,2.0,3.0
2016-2017 NBA Salt Lake City Summer League Stats,Maodo Lo,PHI,2,23.4,10.5,4.0,7.0,.571,2.0,4.0,.500,0.5,0.5,1.000,0.5,3.5,4.0,0.5,0.5,0.0,1.0,2.5
2016-2017 NBA Salt Lake City Summer League Stats,Levi Randolph,PHI,2,23.4,10.0,4.5,9.0,.500,0.0,2.0,.000,1.0,1.0,1.000,1.5,1.0,2.5,0.0,1.0,0.0,1.5,2.5
2016-2017 NBA Salt Lake City Summer League Stats,Kwame Vaughn,PHI,2,19.4,9.5,3.5,6.0,.583,1.0,2.0,.500,1.5,3.0,.500,1.0,2.5,3.5,3.0,0.5,0.0,0.5,1.0
2016-2017 NBA Salt Lake City Summer League Stats,Shawn Long,PHI,2,16.1,9.5,4.0,9.0,.444,0.5,2.0,.250,1.0,2.5,.400,2.5,1.5,4.0,0.5,1.0,1.0,0.0,1.0
2016-2017 NBA Salt Lake City Summer League Stats,James Webb III,PHI,2,20.0,9.5,4.0,10.0,.400,1.0,5.0,.200,0.5,1.5,.333,3.0,3.0,6.0,0.5,0.5,0.0,1.5,3.5
2016-2017 NBA Salt Lake City Summer League Stats,Tibor Pleiss,UTA,3,20.1,9.3,3.3,5.3,.625,1.3,2.0,.667,1.3,1.3,1.000,2.0,2.7,4.7,0.7,1.3,0.3,1.7,2.7
2016-2017 NBA Salt Lake City Summer League Stats,Malcolm Miller,BOS,3,27.8,9.3,3.3,6.3,.526,1.0,4.0,.250,1.7,2.7,.625,1.0,2.7,3.7,1.3,0.7,0.7,1.3,4.3
2016-2017 NBA Salt Lake City Summer League Stats,Guerschon Yabusele,BOS,3,24.6,8.7,3.0,7.3,.409,0.0,1.3,.000,2.7,4.3,.615,3.0,4.0,7.0,1.0,1.3,0.7,1.0,3.7
2016-2017 NBA Salt Lake City Summer League Stats,Ben Bentil,BOS,3,15.4,8.7,2.7,5.0,.533,0.7,2.3,.286,2.7,3.3,.800,1.7,2.7,4.3,0.3,0.0,0.0,1.0,3.7
2016-2017 NBA Salt Lake City Summer League Stats,Spencer Butterfield,UTA,2,20.7,8.5,3.0,7.0,.429,1.5,2.5,.600,1.0,2.5,.400,0.5,5.0,5.5,0.5,0.0,0.5,2.0,2.0
2016-2017 NBA Salt Lake City Summer League Stats,Ben Simmons,PHI,2,26.2,8.0,2.0,8.5,.235,0.0,0.0,.000,4.0,6.0,.667,1.5,6.0,7.5,5.5,0.0,0.0,1.0,3.0
2016-2017 NBA Salt Lake City Summer League Stats,T.J. McConnell,PHI,2,28.9,8.0,3.5,7.5,.467,0.5,1.0,.500,0.5,0.5,1.000,0.5,4.5,5.0,5.0,1.5,0.0,3.0,2.5
2016-2017 NBA Salt Lake City Summer League Stats,Demetrius Jackson,BOS,3,17.9,7.3,2.7,5.3,.500,1.3,1.7,.800,0.7,0.7,1.000,0.7,1.0,1.7,1.0,1.3,0.0,1.3,1.0
2016-2017 NBA Salt Lake City Summer League Stats,Marcus Paige,UTA,3,20.9,7.0,2.7,7.7,.348,1.0,2.7,.375,0.7,0.7,1.000,0.0,1.3,1.3,1.0,1.3,0.0,2.3,0.7
2016-2017 NBA Salt Lake City Summer League Stats,C.J. Williams,SAS,3,16.7,6.7,2.3,5.3,.438,1.3,2.7,.500,0.7,1.0,.667,0.3,1.7,2.0,0.7,0.3,0.0,0.3,1.0
2016-2017 NBA Salt Lake City Summer League Stats,Bryon Allen,PHI,2,19.6,6.5,2.5,6.0,.417,0.5,2.0,.250,1.0,1.0,1.000,0.0,3.0,3.0,2.0,3.5,0.0,0.5,1.5
2016-2017 NBA Salt Lake City Summer League Stats,Will Cummings,SAS,3,16.0,6.0,2.7,5.0,.533,0.7,2.3,.286,0.0,0.0,.000,0.3,3.3,3.7,2.0,1.7,0.0,2.0,2.3
2016-2017 NBA Salt Lake City Summer League Stats,Marcus Thornton,BOS,3,15.9,6.0,2.0,5.7,.353,0.3,2.0,.167,1.7,2.3,.714,0.0,1.3,1.3,1.0,0.0,0.3,2.0,0.7
2016-2017 NBA Salt Lake City Summer League Stats,James Nunnally,PHI,2,21.3,5.5,1.5,7.0,.214,1.0,4.0,.250,1.5,1.5,1.000,0.0,2.0,2.0,0.5,2.0,0.0,1.0,1.5
2016-2017 NBA Salt Lake City Summer League Stats,Abdel Nader,BOS,3,10.4,5.3,2.0,4.0,.500,0.3,1.3,.250,1.0,1.7,.600,0.7,1.3,2.0,0.3,0.3,0.0,1.3,0.7
2016-2017 NBA Salt Lake City Summer League Stats,Quincy Ford,UTA,2,14.1,5.0,1.5,2.5,.600,0.5,1.5,.333,1.5,1.5,1.000,0.5,2.0,2.5,1.0,0.0,0.5,0.5,3.5
2016-2017 NBA Salt Lake City Summer League Stats,Aaron Craft,UTA,3,18.7,4.7,2.3,5.3,.438,0.0,0.3,.000,0.0,0.3,.000,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.3
2016-2017 NBA Salt Lake City Summer League Stats,Jayvaughn Pinkston,BOS,2,7.0,4.5,1.5,2.5,.600,0.5,1.0,.500,1.0,1.0,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.5
2016-2017 NBA Salt Lake City Summer League Stats,Corey Walden,BOS,2,14.5,4.0,1.0,4.0,.250,1.0,2.5,.400,1.0,1.0,1.000,0.5,2.5,3.0,0.5,1.5,0.0,0.0,1.5
2016-2017 NBA Salt Lake City Summer League Stats,Quenton DeCosey,SAS,3,12.1,4.0,1.7,4.3,.385,0.0,0.7,.000,0.7,0.7,1.000,0.7,0.7,1.3,0.3,1.0,0.3,0.7,0.3
2016-2017 NBA Salt Lake City Summer League Stats,Tyrone Wallace,UTA,3,21.2,4.0,2.0,7.3,.273,0.0,1.0,.000,0.0,0.0,.000,1.3,3.0,4.3,1.3,0.3,0.0,1.3,2.3
2016-2017 NBA Salt Lake City Summer League Stats,Javon McCrea,PHI,1,10.5,4.0,2.0,5.0,.400,0.0,0.0,.000,0.0,0.0,.000,3.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0
2016-2017 NBA Salt Lake City Summer League Stats,Joel Bolomboy,UTA,3,15.1,3.7,1.0,3.7,.273,0.0,0.3,.000,1.7,3.3,.500,1.0,1.7,2.7,0.3,0.3,0.0,1.0,2.0
2016-2017 NBA Salt Lake City Summer League Stats,Shonn Miller,UTA,1,9.0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2016-2017 NBA Salt Lake City Summer League Stats,Alex Kirk,SAS,3,16.9,2.0,1.0,3.3,.300,0.0,0.0,.000,0.0,0.0,.000,1.7,0.7,2.3,0.3,0.0,0.7,0.3,2.7
2016-2017 NBA Salt Lake City Summer League Stats,Ryan Arcidiacono,SAS,3,22.8,1.7,0.7,2.0,.333,0.3,1.0,.333,0.0,0.0,.000,0.0,2.3,2.3,3.7,2.0,0.0,1.3,3.0
2016-2017 NBA Salt Lake City Summer League Stats,Tomasz Gielo,PHI,2,11.9,1.5,0.5,4.5,.111,0.5,1.5,.333,0.0,0.0,.000,1.0,1.5,2.5,1.5,0.5,0.5,0.5,1.5
2016-2017 NBA Salt Lake City Summer League Stats,J.J. O'Brien,UTA,2,17.6,1.5,0.5,4.5,.111,0.5,2.0,.250,0.0,0.0,.000,0.0,1.5,1.5,1.5,1.0,0.0,1.5,1.5
2016-2017 NBA Salt Lake City Summer League Stats,Bangaly Fofana,UTA,2,4.5,1.0,0.5,0.5,1.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.5,1.5,0.0,0.0,0.5,0.0,0.0
2016-2017 NBA Salt Lake City Summer League Stats,Cady Lalanne,SAS,2,12.9,1.0,0.5,1.5,.333,0.0,0.5,.000,0.0,0.0,.000,1.5,2.0,3.5,0.0,0.0,0.5,0.0,3.0
2016-2017 NBA Salt Lake City Summer League Stats,Eric Wise,SAS,2,4.8,1.0,0.0,0.0,.000,0.0,0.0,.000,1.0,1.0,1.000,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.5
2016-2017 NBA Salt Lake City Summer League Stats,Alex Caruso,PHI,2,12.4,1.0,0.5,3.0,.167,0.0,0.5,.000,0.0,0.0,.000,0.0,0.5,0.5,0.5,0.5,0.0,2.0,1.5
2016-2017 NBA Salt Lake City Summer League Stats,Ilja Gromovs,SAS,2,9.6,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.5,1.0,1.5,0.5,0.5,0.5,1.0,3.0
2016-2017 NBA Salt Lake City Summer League Stats,Terry Allen,UTA,1,6.4,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-2017 NBA Salt Lake City Summer League Stats,Erazem Lorbek,SAS,1,6.2,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2016-2017 NBA Salt Lake City Summer League Stats,Angel Rodriguez,SAS,1,4.1,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Bryn Forbes,SAS,3,29.7,21.3,7.3,17.0,.431,3.7,7.7,.478,3.0,4.3,.692,0.0,2.7,2.7,2.3,1.3,0.0,1.3,2.3
2017-2018 NBA Salt Lake City Summer League Stats,Dante Exum,UTA,3,27.2,20.0,7.3,14.0,.524,1.7,4.0,.417,3.7,5.0,.733,0.0,4.3,4.3,6.3,0.3,1.0,2.7,2.3
2017-2018 NBA Salt Lake City Summer League Stats,Markelle Fultz,PHI,2,24.5,20.0,7.5,16.0,.469,3.0,6.5,.462,2.0,2.5,.800,0.5,3.0,3.5,3.0,0.5,1.5,5.0,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Jayson Tatum,BOS,3,32.9,18.7,7.3,15.7,.468,0.7,3.0,.222,3.3,4.0,.833,1.0,8.7,9.7,2.0,2.3,0.0,2.7,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Jaylen Brown,BOS,2,28.3,17.5,6.0,11.0,.545,1.5,4.0,.375,4.0,7.5,.533,0.5,10.0,10.5,1.0,1.0,0.5,5.5,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Brandon Austin,PHI,1,22.9,16.0,4.0,13.0,.308,2.0,8.0,.250,6.0,6.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Brandon Austin,PHI,2,21.8,15.5,5.5,12.5,.440,1.5,5.0,.300,3.0,4.0,.750,1.5,2.0,3.5,0.0,0.5,0.0,0.5,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Donovan Mitchell,UTA,3,25.3,15.3,6.0,13.7,.439,1.7,4.3,.385,1.7,2.0,.833,0.7,1.7,2.3,3.3,3.3,0.3,1.3,2.7
2017-2018 NBA Salt Lake City Summer League Stats,Abdel Nader,BOS,3,26.4,14.7,5.7,11.7,.486,0.7,3.0,.222,2.7,5.3,.500,0.0,3.0,3.0,1.0,0.7,0.7,2.3,1.7
2017-2018 NBA Salt Lake City Summer League Stats,Isaiah Miles,PHI,2,18.6,14.0,5.5,7.5,.733,1.5,2.5,.600,1.5,2.5,.600,0.5,6.5,7.0,0.0,0.5,0.0,1.0,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Timothe Luwawu-Cabarrot,PHI,2,28.1,14.0,5.0,11.5,.435,2.0,6.5,.308,2.0,2.0,1.000,0.5,4.0,4.5,4.0,0.0,0.0,0.5,3.5
2017-2018 NBA Salt Lake City Summer League Stats,Alex Poythress,PHI,3,25.5,12.3,4.0,9.7,.414,1.0,3.3,.300,3.3,4.0,.833,2.0,3.7,5.7,0.7,1.3,0.7,1.7,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Davis Bertans,SAS,3,24.4,11.7,3.3,9.7,.345,2.3,8.3,.280,2.7,2.7,1.000,1.0,3.7,4.7,1.7,0.0,0.7,2.3,3.7
2017-2018 NBA Salt Lake City Summer League Stats,Jonah Bolden,PHI,3,24.4,10.0,3.7,9.7,.379,1.7,5.0,.333,1.0,1.3,.750,2.7,2.7,5.3,1.3,2.0,2.3,1.7,3.7
2017-2018 NBA Salt Lake City Summer League Stats,Spencer Butterfield,UTA,1,14.7,9.0,3.0,4.0,.750,2.0,3.0,.667,1.0,1.0,1.000,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Nigel Williams-Goss,UTA,1,22.1,9.0,3.0,8.0,.375,2.0,3.0,.667,1.0,2.0,.500,0.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Eric Griffin,UTA,3,17.8,8.7,3.3,5.7,.588,0.3,1.3,.250,1.7,2.0,.833,1.3,4.7,6.0,0.3,1.0,1.3,1.7,3.7
2017-2018 NBA Salt Lake City Summer League Stats,Derrick White,SAS,3,21.8,8.7,3.0,9.7,.310,0.7,3.3,.200,2.0,3.0,.667,0.0,2.7,2.7,2.3,0.3,0.0,3.0,1.7
2017-2018 NBA Salt Lake City Summer League Stats,Devondrick Walker,UTA,2,19.8,8.5,3.5,10.0,.350,1.5,6.0,.250,0.0,0.0,.000,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5
2017-2018 NBA Salt Lake City Summer League Stats,Ante Zizic,BOS,3,22.1,8.0,3.0,6.0,.500,0.0,0.0,.000,2.0,3.0,.667,1.7,4.3,6.0,0.3,0.3,1.7,2.7,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Tony Bradley,UTA,3,19.7,8.0,3.7,7.7,.478,0.0,0.0,.000,0.7,1.3,.500,1.0,3.0,4.0,0.0,0.0,1.0,1.3,2.3
2017-2018 NBA Salt Lake City Summer League Stats,"James Blackmon, Jr.",PHI,1,19.4,8.0,3.0,6.0,.500,1.0,3.0,.333,1.0,3.0,.333,1.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Aaron Harrison,PHI,2,16.4,7.5,2.0,6.0,.333,0.5,2.0,.250,3.0,4.5,.667,1.5,2.0,3.5,2.5,2.5,0.0,1.0,3.0
2017-2018 NBA Salt Lake City Summer League Stats,"James Blackmon, Jr.",PHI,2,17.8,7.5,3.0,7.0,.429,1.0,3.5,.286,0.5,1.5,.333,1.0,2.0,3.0,0.5,0.5,0.0,1.5,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Julian Wright,UTA,2,20.6,7.0,3.0,5.5,.545,0.0,0.0,.000,1.0,2.0,.500,2.0,4.5,6.5,1.0,1.0,0.0,0.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Joel Bolomboy,UTA,2,19.5,7.0,2.0,5.0,.400,0.5,2.0,.250,2.5,3.5,.714,1.0,5.0,6.0,0.0,0.5,0.0,0.5,1.5
2017-2018 NBA Salt Lake City Summer League Stats,Charles Jackson,PHI,1,9.5,7.0,3.0,6.0,.500,0.0,0.0,.000,1.0,4.0,.250,3.0,0.0,3.0,0.0,2.0,2.0,1.0,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Charles Jackson,PHI,1,9.5,7.0,3.0,6.0,.500,0.0,0.0,.000,1.0,4.0,.250,3.0,0.0,3.0,0.0,2.0,2.0,1.0,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Cory Jefferson,SAS,3,15.3,6.7,2.7,7.0,.381,0.0,1.0,.000,1.3,2.0,.667,3.0,4.3,7.3,0.0,0.3,0.3,0.7,1.3
2017-2018 NBA Salt Lake City Summer League Stats,James Southerland,UTA,2,18.4,6.5,2.5,5.0,.500,0.5,1.5,.333,1.0,1.0,1.000,1.5,4.5,6.0,0.0,0.5,1.5,0.0,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Furkan Korkmaz,PHI,2,23.0,6.5,1.0,6.0,.167,1.0,3.5,.286,3.5,5.0,.700,1.0,2.0,3.0,3.0,2.0,0.0,2.5,0.0
2017-2018 NBA Salt Lake City Summer League Stats,Cady Lalanne,SAS,2,9.0,6.5,3.0,4.5,.667,0.5,0.5,1.000,0.0,0.0,.000,1.5,0.5,2.0,0.0,0.5,0.0,1.0,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Larry Drew,PHI,2,30.1,6.0,2.5,7.5,.333,1.0,3.5,.286,0.0,0.0,.000,0.0,1.5,1.5,5.0,0.5,0.0,1.0,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Semi Ojeleye,BOS,3,26.8,6.0,2.0,6.3,.316,1.0,4.0,.250,1.0,1.0,1.000,0.3,3.3,3.7,1.3,0.0,0.3,1.0,2.7
2017-2018 NBA Salt Lake City Summer League Stats,Demetrius Jackson,BOS,1,26.9,6.0,3.0,12.0,.250,0.0,3.0,.000,0.0,0.0,.000,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Shayne Whittington,SAS,3,22.7,5.7,2.0,5.0,.400,0.3,1.3,.250,1.3,1.7,.800,1.7,2.3,4.0,1.3,1.3,1.0,1.0,3.7
2017-2018 NBA Salt Lake City Summer League Stats,Dejounte Murray,SAS,2,19.2,5.5,1.5,8.5,.176,0.0,1.0,.000,2.5,3.0,.833,1.0,4.0,5.0,4.5,2.0,0.0,2.5,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Livio Jean-Charles,SAS,3,12.5,5.3,2.7,5.0,.533,0.0,0.0,.000,0.0,0.3,.000,2.0,0.3,2.3,1.0,1.0,0.3,1.0,0.3
2017-2018 NBA Salt Lake City Summer League Stats,Olivier Hanlan,SAS,3,19.3,5.0,1.7,4.7,.357,0.7,2.3,.286,1.0,1.7,.600,0.7,1.0,1.7,1.7,0.3,0.0,0.7,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Isaiah Briscoe,PHI,2,13.4,5.0,2.5,4.5,.556,0.0,1.0,.000,0.0,1.0,.000,0.0,1.0,1.0,2.0,1.5,0.0,3.0,1.5
2017-2018 NBA Salt Lake City Summer League Stats,Ben Bentil,SAS,1,9.7,5.0,2.0,6.0,.333,0.0,2.0,.000,1.0,1.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,J.P. Tokoto,UTA,2,19.8,4.5,1.5,3.0,.500,1.5,2.0,.750,0.0,0.0,.000,0.0,3.0,3.0,2.0,1.0,0.0,0.5,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Spencer Butterfield,UTA,2,10.6,4.5,1.5,2.5,.600,1.0,2.0,.500,0.5,0.5,1.000,0.0,2.0,2.0,0.0,0.0,0.0,1.5,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Nigel Williams-Goss,UTA,2,16.9,4.5,1.5,6.0,.250,1.0,1.5,.667,0.5,1.0,.500,0.5,1.5,2.0,1.0,2.0,0.5,4.0,3.5
2017-2018 NBA Salt Lake City Summer League Stats,Jaron Blossomgame,SAS,3,21.9,4.3,1.7,5.3,.313,1.0,2.3,.429,0.0,0.0,.000,1.0,5.3,6.3,0.3,0.3,0.0,0.7,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Scott Wood,BOS,2,9.7,4.0,1.5,2.5,.600,1.0,2.0,.500,0.0,0.0,.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2017-2018 NBA Salt Lake City Summer League Stats,Jabari Bird,BOS,3,15.5,4.0,1.3,3.7,.364,1.3,3.0,.444,0.0,0.0,.000,0.0,0.3,0.3,0.7,0.3,0.7,0.7,0.3
2017-2018 NBA Salt Lake City Summer League Stats,James Southerland,UTA,1,19.6,4.0,2.0,5.0,.400,0.0,1.0,.000,0.0,0.0,.000,2.0,3.0,5.0,0.0,1.0,2.0,0.0,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Scoochie Smith,BOS,1,15.9,4.0,2.0,5.0,.400,0.0,1.0,.000,0.0,0.0,.000,0.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Tyrone Wallace,UTA,3,17.9,3.7,1.3,4.0,.333,0.0,0.3,.000,1.0,2.0,.500,0.3,3.0,3.3,1.7,0.0,0.0,2.0,0.7
2017-2018 NBA Salt Lake City Summer League Stats,Rosco Allen,BOS,2,7.1,3.5,1.0,1.5,.667,0.5,1.0,.500,1.0,1.0,1.000,0.5,1.5,2.0,0.0,0.0,0.0,0.0,0.5
2017-2018 NBA Salt Lake City Summer League Stats,Jeff Ledbetter,SAS,2,10.2,3.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,.000,0.5,2.0,2.5,2.0,0.0,0.0,1.5,1.5
2017-2018 NBA Salt Lake City Summer League Stats,Melo Trimble,PHI,1,10.1,3.0,1.0,2.0,.500,0.0,0.0,.000,1.0,2.0,.500,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0
2017-2018 NBA Salt Lake City Summer League Stats,Melo Trimble,PHI,1,10.1,3.0,1.0,2.0,.500,0.0,0.0,.000,1.0,2.0,.500,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0
2017-2018 NBA Salt Lake City Summer League Stats,Jonathan Holmes,UTA,1,10.5,3.0,1.0,3.0,.333,1.0,3.0,.333,0.0,0.0,.000,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Kaleb Tarczewski,PHI,3,13.3,2.3,0.7,1.7,.400,0.0,0.0,.000,1.0,1.3,.750,1.0,2.0,3.0,0.7,0.3,0.7,1.7,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Kadeem Allen,BOS,3,16.7,2.0,0.3,2.3,.143,0.0,0.7,.000,1.3,1.3,1.000,0.0,3.0,3.0,1.7,1.0,0.0,1.7,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Landen Lucas,BOS,2,10.6,1.5,0.5,1.5,.333,0.0,0.0,.000,0.5,1.0,.500,1.5,2.0,3.5,1.5,1.0,0.5,1.0,3.0
2017-2018 NBA Salt Lake City Summer League Stats,Trevor Thompson,BOS,2,6.9,0.5,0.0,1.0,.000,0.0,0.0,.000,0.5,1.0,.500,0.5,2.0,2.5,0.0,0.0,1.0,1.0,2.0
2017-2018 NBA Salt Lake City Summer League Stats,Darryl Reynolds,PHI,1,3.7,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Terran Petteway,BOS,3,3.0,0.0,0.0,0.3,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.3,0.3,0.0,1.0,0.3
2017-2018 NBA Salt Lake City Summer League Stats,Mitchell Creek,UTA,1,14.3,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Mitchell Creek,UTA,1,14.3,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2017-2018 NBA Salt Lake City Summer League Stats,Perrin Buford,BOS,1,2.1,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-2018 NBA Salt Lake City Summer League Stats,Cleanthony Early,SAS,1,11.0,0.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2018-2019 NBA Salt Lake City Summer League Stats,Derrick White,SAS,3,29.9,23.0,8.0,17.7,.453,3.3,8.0,.417,3.7,5.3,.688,0.0,6.7,6.7,7.0,1.3,1.0,4.0,1.3
2018-2019 NBA Salt Lake City Summer League Stats,Wayne Selden,MEM,2,27.1,23.0,7.0,14.5,.483,4.0,6.5,.615,5.0,6.5,.769,1.5,4.0,5.5,4.0,0.5,0.0,2.0,2.0
2018-2019 NBA Salt Lake City Summer League Stats,Kobi Simmons,MEM,3,26.4,17.0,7.0,13.7,.512,1.0,2.7,.375,2.0,3.0,.667,0.3,2.0,2.3,1.7,1.3,0.0,1.7,1.7
2018-2019 NBA Salt Lake City Summer League Stats,Georges Niang,UTA,3,26.2,16.7,6.7,12.7,.526,2.3,4.7,.500,1.0,1.0,1.000,0.7,5.0,5.7,2.3,1.0,0.3,2.7,4.7
2018-2019 NBA Salt Lake City Summer League Stats,Tyler Dorsey,ATL,3,27.2,16.3,4.3,12.3,.351,2.3,6.7,.350,5.3,7.0,.762,2.0,3.3,5.3,2.3,1.3,0.0,2.7,2.0
2018-2019 NBA Salt Lake City Summer League Stats,"Jaren Jackson, Jr.",MEM,3,25.8,15.7,4.7,11.0,.424,3.3,6.0,.556,3.0,4.3,.692,0.7,4.3,5.0,0.0,0.0,2.3,0.3,2.0
2018-2019 NBA Salt Lake City Summer League Stats,Tony Bradley,UTA,3,26.2,14.7,6.0,11.7,.514,0.0,0.0,.000,2.7,5.7,.471,4.3,8.0,12.3,0.0,0.3,2.0,1.7,3.0
2018-2019 NBA Salt Lake City Summer League Stats,Stanton Kidd,UTA,2,22.7,14.0,5.5,9.5,.579,2.0,4.5,.444,1.0,1.5,.667,0.0,4.0,4.0,0.0,1.5,1.0,2.5,1.0
2018-2019 NBA Salt Lake City Summer League Stats,John Collins,ATL,2,22.7,14.0,5.5,10.5,.524,0.5,3.0,.167,2.5,4.5,.556,2.5,4.0,6.5,1.5,1.0,0.5,2.0,4.5
2018-2019 NBA Salt Lake City Summer League Stats,Trae Young,ATL,3,29.0,12.7,4.0,17.3,.231,1.0,8.0,.125,3.7,5.7,.647,1.3,2.3,3.7,4.3,1.0,0.0,3.7,4.0
2018-2019 NBA Salt Lake City Summer League Stats,Jaron Blossomgame,SAS,3,23.4,11.7,4.3,9.3,.464,0.3,1.0,.333,2.7,4.0,.667,0.3,4.3,4.7,1.7,0.3,0.7,0.3,1.3
2018-2019 NBA Salt Lake City Summer League Stats,Ivan Rabb,MEM,2,22.9,11.0,4.5,8.0,.563,0.0,0.0,.000,2.0,2.0,1.000,0.5,4.0,4.5,2.5,0.5,0.5,0.5,2.5
