League,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2019-2020 NBA NBA Summer League Stats,"Derrick Walton, Jr.",LAC,4,13.3,3.8,1.3,2.8,.455,1.0,1.8,.571,0.3,0.5,.500,1.0,0.8,1.8,1.8,0.8,0.3,0.3,0.8
2019-2020 NBA NBA Summer League Stats,Zach Hankins,PHI,4,9.5,3.8,1.5,2.8,.545,0.0,0.0,.000,0.8,0.8,1.000,0.8,1.5,2.3,0.3,0.3,0.8,0.0,2.0
2019-2020 NBA NBA Summer League Stats,Will Cherry,DET,4,10.4,3.8,1.5,3.8,.400,0.8,1.5,.500,0.0,0.0,.000,0.3,1.0,1.3,0.5,1.3,0.0,0.5,2.0
2019-2020 NBA NBA Summer League Stats,Ibou Faye,MIA,3,11.5,3.7,1.7,3.3,.500,0.0,0.0,.000,0.3,0.7,.500,2.3,1.7,4.0,0.0,0.3,1.3,1.0,2.3
2019-2020 NBA NBA Summer League Stats,Jordon Varnado,TOR,3,14.0,3.7,1.7,5.0,.333,0.3,2.3,.143,0.0,0.0,.000,1.7,2.7,4.3,1.0,0.0,1.0,0.7,3.0
2019-2020 NBA NBA Summer League Stats,Zach Lofton,MIL,3,9.0,3.7,1.7,5.3,.313,0.3,3.0,.111,0.0,0.0,.000,0.3,1.3,1.7,1.0,0.3,0.0,0.7,1.0
2019-2020 NBA NBA Summer League Stats,Malachi Richardson,GSW,3,9.7,3.7,1.0,3.3,.300,1.0,2.7,.375,0.7,1.0,.667,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.7
2019-2020 NBA NBA Summer League Stats,Trahson Burrell,DAL,3,8.9,3.7,1.3,3.3,.400,0.3,1.0,.333,0.7,1.0,.667,0.3,0.3,0.7,0.3,0.0,0.0,1.3,1.3
2019-2020 NBA NBA Summer League Stats,Darius Thompson,TOR,5,13.1,3.6,1.2,2.4,.500,0.4,0.6,.667,0.8,1.4,.571,0.2,1.8,2.0,0.2,0.8,0.2,1.0,1.4
2019-2020 NBA NBA Summer League Stats,Jalen McDaniels,CHA,5,13.4,3.6,1.4,3.6,.389,0.0,0.6,.000,0.8,1.0,.800,0.2,1.2,1.4,0.8,0.2,0.0,1.0,2.0
2019-2020 NBA NBA Summer League Stats,Johnny Hamilton,MIL,4,10.6,3.5,1.5,3.5,.429,0.0,0.8,.000,0.5,1.5,.333,1.0,3.8,4.8,0.8,0.0,0.8,0.8,1.3
2019-2020 NBA NBA Summer League Stats,Mike Daum,POR,4,12.0,3.5,1.3,3.3,.385,0.3,0.8,.333,0.8,0.8,1.000,1.3,1.8,3.0,0.8,0.0,0.5,0.5,1.0
2019-2020 NBA NBA Summer League Stats,Nick Weiler-Babb,MIA,4,19.9,3.5,1.3,4.0,.313,0.5,1.5,.333,0.5,0.8,.667,0.3,2.3,2.5,1.3,0.3,0.3,0.3,1.8
2019-2020 NBA NBA Summer League Stats,Paris Lee,MEM,4,15.0,3.5,1.5,5.3,.286,0.3,2.3,.111,0.3,0.8,.333,0.5,0.5,1.0,3.0,0.3,0.0,1.3,1.3
2019-2020 NBA NBA Summer League Stats,Jeff Withey,WAS,2,12.1,3.5,1.5,4.0,.375,0.5,1.5,.333,0.0,0.0,.000,0.0,0.5,0.5,0.0,1.0,1.5,0.0,2.0
2019-2020 NBA NBA Summer League Stats,Xavier Cooks,PHX,3,15.3,3.3,1.3,2.7,.500,0.0,1.0,.000,0.7,0.7,1.000,0.3,2.3,2.7,1.7,0.7,1.0,1.7,2.3
2019-2020 NBA NBA Summer League Stats,Caleb Swanigan,SAC,3,10.2,3.3,1.0,3.0,.333,0.0,0.3,.000,1.3,2.3,.571,1.3,2.7,4.0,1.0,1.0,0.0,1.7,2.3
2019-2020 NBA NBA Summer League Stats,J.P. Macura,CHA,3,11.1,3.3,1.3,4.0,.333,0.7,2.7,.250,0.0,0.0,.000,0.3,0.3,0.7,0.7,0.3,0.0,1.0,1.7
2019-2020 NBA NBA Summer League Stats,Armoni Brooks,WAS,3,12.7,3.3,1.3,8.0,.167,0.7,5.7,.118,0.0,0.0,.000,0.0,2.7,2.7,0.3,0.7,0.0,0.3,1.0
2019-2020 NBA NBA Summer League Stats,Zhou Peng,CHI,3,16.8,3.3,1.0,5.0,.200,0.3,2.7,.125,1.0,2.0,.500,0.7,1.0,1.7,0.3,0.0,0.0,1.3,1.7
2019-2020 NBA NBA Summer League Stats,Kendrick Ray,BOS,4,8.0,3.3,1.5,3.8,.400,0.3,0.8,.333,0.0,0.0,.000,0.5,0.8,1.3,1.0,0.3,0.0,0.8,0.3
2019-2020 NBA NBA Summer League Stats,Nassir Little,POR,4,17.6,3.3,1.5,4.5,.333,0.3,1.8,.143,0.0,0.0,.000,1.0,2.3,3.3,0.5,0.0,0.3,0.8,1.5
2019-2020 NBA NBA Summer League Stats,Trey Mourning,MIA,4,9.0,3.3,1.3,4.3,.294,0.0,1.0,.000,0.8,0.8,1.000,1.5,1.3,2.8,0.3,0.3,0.0,1.0,0.5
2019-2020 NBA NBA Summer League Stats,Kenny Williams,SAS,5,17.1,3.2,1.0,3.8,.263,0.6,2.6,.231,0.6,0.8,.750,0.2,2.6,2.8,1.4,0.6,0.2,0.6,0.8
2019-2020 NBA NBA Summer League Stats,Kresimir Radovcic,CRO,5,12.3,3.2,1.2,4.0,.300,0.2,1.4,.143,0.6,0.8,.750,0.2,1.0,1.2,1.0,0.6,0.0,0.6,2.0
2019-2020 NBA NBA Summer League Stats,Cody Demps,IND,5,21.6,3.2,1.2,5.6,.214,0.0,1.4,.000,0.8,1.4,.571,0.2,2.2,2.4,1.2,1.2,0.2,1.8,3.8
2019-2020 NBA NBA Summer League Stats,Tyus Battle,MIN,6,10.9,3.2,1.0,2.3,.429,0.0,0.3,.000,1.2,1.3,.875,0.8,0.7,1.5,0.7,0.5,0.2,0.7,1.7
2019-2020 NBA NBA Summer League Stats,Abdul Gaddy,ORL,4,16.0,3.0,1.3,3.3,.385,0.3,1.0,.250,0.3,1.0,.250,0.8,0.5,1.3,3.3,0.8,0.0,2.0,0.8
2019-2020 NBA NBA Summer League Stats,Canyon Barry,MIN,6,10.2,3.0,1.2,2.5,.467,0.3,1.3,.250,0.3,0.3,1.000,0.2,0.8,1.0,0.3,0.2,0.2,0.3,0.8
2019-2020 NBA NBA Summer League Stats,Jaylen Morris,BRK,5,13.0,3.0,0.8,2.6,.308,0.4,1.2,.333,1.0,1.8,.556,0.2,1.6,1.8,0.4,0.2,0.2,0.2,1.0
2019-2020 NBA NBA Summer League Stats,Jalen Hudson,CLE,4,7.9,3.0,1.0,2.5,.400,0.5,1.5,.333,0.5,0.8,.667,0.3,0.8,1.0,0.5,0.5,0.0,0.5,0.0
2019-2020 NBA NBA Summer League Stats,Marcus Foster,ORL,2,7.9,3.0,1.5,2.5,.600,0.0,0.0,.000,0.0,0.0,.000,0.0,1.5,1.5,1.5,1.0,0.5,0.5,1.0
2019-2020 NBA NBA Summer League Stats,Luke Maye,MIL,3,13.6,3.0,1.0,5.3,.188,0.7,3.0,.222,0.3,0.7,.500,1.0,3.0,4.0,0.7,0.3,0.3,0.0,1.3
2019-2020 NBA NBA Summer League Stats,Dakarai Tucker,PHX,2,15.3,3.0,1.0,3.5,.286,1.0,3.5,.286,0.0,0.0,.000,0.0,1.5,1.5,2.0,0.0,0.0,0.0,1.0
2019-2020 NBA NBA Summer League Stats,Terry Harris,PHI,3,11.2,3.0,1.0,2.7,.375,0.7,1.3,.500,0.3,0.7,.500,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.7
2019-2020 NBA NBA Summer League Stats,Peter Jok,ORL,3,12.3,3.0,1.0,4.7,.214,0.7,2.3,.286,0.3,0.7,.500,0.0,1.3,1.3,0.7,0.7,0.7,0.7,1.0
2019-2020 NBA NBA Summer League Stats,Alex Robinson,SAC,3,12.0,3.0,1.0,4.7,.214,0.0,0.3,.000,1.0,1.3,.750,1.0,1.0,2.0,1.3,0.7,0.0,1.0,1.3
2019-2020 NBA NBA Summer League Stats,Moses Brown,HOU,1,2.1,3.0,1.0,1.0,1.000,0.0,0.0,.000,1.0,2.0,.500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Korambek Makhan,CHI,2,8.5,3.0,1.5,3.0,.500,0.0,1.0,.000,0.0,0.0,.000,0.5,0.0,0.5,0.5,0.5,0.0,0.5,1.0
2019-2020 NBA NBA Summer League Stats,Markis McDuffie,IND,3,10.9,3.0,1.0,3.3,.300,0.7,2.0,.333,0.3,1.3,.250,0.3,0.7,1.0,0.3,0.0,0.0,0.3,0.3
2019-2020 NBA NBA Summer League Stats,"Kyle Allman, Jr.",TOR,1,10.8,3.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2019-2020 NBA NBA Summer League Stats,Cameron Lard,ORL,1,6.4,3.0,1.0,1.0,1.000,0.0,0.0,.000,1.0,2.0,.500,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0
2019-2020 NBA NBA Summer League Stats,Adonis Thomas,TOR,3,14.2,3.0,1.0,4.0,.250,0.3,1.3,.250,0.7,1.7,.400,0.3,1.0,1.3,1.0,0.3,0.0,2.0,1.3
2019-2020 NBA NBA Summer League Stats,Qian Wu,CHI,5,7.2,2.8,0.8,2.6,.308,0.6,2.4,.250,0.6,0.6,1.000,0.0,1.0,1.0,0.8,0.2,0.0,0.2,1.2
2019-2020 NBA NBA Summer League Stats,Jeff Ledbetter,SAS,5,15.8,2.8,1.2,5.2,.231,0.4,3.8,.105,0.0,0.0,.000,0.0,1.2,1.2,2.4,1.6,0.2,2.2,2.0
2019-2020 NBA NBA Summer League Stats,JaKeenan Gant,IND,4,10.6,2.8,1.3,3.0,.417,0.3,0.8,.333,0.0,0.0,.000,0.5,2.0,2.5,0.3,0.5,0.0,0.0,0.5
2019-2020 NBA NBA Summer League Stats,Louis King,DET,4,11.8,2.8,1.0,3.8,.267,0.3,2.0,.125,0.5,0.5,1.000,0.3,1.8,2.0,0.3,1.0,0.3,1.0,1.8
2019-2020 NBA NBA Summer League Stats,Marcus Allen,LAL,4,15.5,2.8,1.0,3.3,.308,0.0,0.5,.000,0.8,2.0,.375,1.0,0.8,1.8,0.5,0.5,0.5,1.3,1.3
2019-2020 NBA NBA Summer League Stats,Jessie Govan,TOR,3,5.6,2.7,1.0,2.3,.429,0.7,1.0,.667,0.0,0.0,.000,0.3,1.0,1.3,0.3,0.0,0.3,0.3,1.0
2019-2020 NBA NBA Summer League Stats,Corey Davis,WAS,3,10.6,2.7,1.0,2.7,.375,0.7,1.3,.500,0.0,0.0,.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3
2019-2020 NBA NBA Summer League Stats,Marcus Derrickson,SAC,3,12.7,2.7,1.0,5.0,.200,0.0,3.0,.000,0.7,0.7,1.000,1.7,1.3,3.0,0.3,0.3,0.0,0.3,2.0
2019-2020 NBA NBA Summer League Stats,Robert Franks,CHA,3,8.7,2.7,1.0,3.0,.333,0.7,2.3,.286,0.0,0.0,.000,0.0,0.3,0.3,0.0,0.0,0.3,0.7,1.7
2019-2020 NBA NBA Summer League Stats,William McDowell-White,HOU,4,8.0,2.5,1.0,1.5,.667,0.5,1.0,.500,0.0,0.0,.000,0.5,0.3,0.8,1.3,0.8,0.0,0.5,0.3
2019-2020 NBA NBA Summer League Stats,David Wear,LAL,2,15.7,2.5,1.0,5.0,.200,0.5,3.5,.143,0.0,0.0,.000,1.0,5.0,6.0,0.5,0.5,0.0,0.5,3.0
2019-2020 NBA NBA Summer League Stats,Brandon Randolph,MIN,2,3.8,2.5,0.5,1.5,.333,0.0,0.0,.000,1.5,1.5,1.000,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1.5
2019-2020 NBA NBA Summer League Stats,Lyle Hexom,MEM,2,12.6,2.5,1.0,4.5,.222,0.5,3.5,.143,0.0,0.0,.000,0.5,1.5,2.0,0.5,1.0,0.0,0.5,2.0
2019-2020 NBA NBA Summer League Stats,Terry Larrier,SAS,2,3.7,2.5,1.0,2.0,.500,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
2019-2020 NBA NBA Summer League Stats,Trey Lewis,POR,2,7.6,2.5,1.0,3.5,.286,0.5,1.5,.333,0.0,0.0,.000,0.5,1.0,1.5,1.0,0.0,0.0,1.0,2.0
2019-2020 NBA NBA Summer League Stats,Travis Bader,SAS,2,7.2,2.5,1.0,2.0,.500,0.5,1.5,.333,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0
2019-2020 NBA NBA Summer League Stats,Devin Cannady,OKC,5,4.3,2.4,0.8,2.0,.400,0.8,2.0,.400,0.0,0.0,.000,0.0,0.6,0.6,0.2,0.2,0.0,0.0,0.2
2019-2020 NBA NBA Summer League Stats,John Konchar,MEM,3,22.9,2.3,1.0,4.3,.231,0.3,2.0,.167,0.0,0.0,.000,3.0,5.0,8.0,3.7,3.0,1.0,2.7,3.7
2019-2020 NBA NBA Summer League Stats,Perrion Callandret,CHI,4,8.0,2.3,0.8,1.3,.600,0.3,0.5,.500,0.5,0.5,1.000,0.0,2.8,2.8,1.5,0.5,0.0,0.8,1.3
2019-2020 NBA NBA Summer League Stats,Rodney Purvis,CHI,4,9.7,2.3,1.0,2.0,.500,0.3,1.0,.250,0.0,0.0,.000,0.3,0.8,1.0,0.0,0.3,0.0,0.5,0.5
2019-2020 NBA NBA Summer League Stats,Ky Bowman,GSW,4,15.0,2.3,1.0,4.5,.222,0.3,1.8,.143,0.0,0.0,.000,0.0,1.8,1.8,2.0,0.8,0.0,1.3,2.0
2019-2020 NBA NBA Summer League Stats,Dyshawn Pierre,DAL,5,12.0,2.0,0.8,2.8,.286,0.2,1.4,.143,0.2,0.4,.500,1.0,2.6,3.6,0.8,0.6,0.4,0.2,1.4
2019-2020 NBA NBA Summer League Stats,Jemerrio Jones,WAS,3,8.9,2.0,1.0,2.7,.375,0.0,0.7,.000,0.0,0.0,.000,2.7,1.7,4.3,0.3,0.3,0.0,0.0,1.3
2019-2020 NBA NBA Summer League Stats,Guerschon Yabusele,BOS,2,16.4,2.0,0.5,3.5,.143,0.0,1.0,.000,1.0,1.0,1.000,1.5,1.5,3.0,1.5,1.0,1.0,0.5,1.5
2019-2020 NBA NBA Summer League Stats,Zach Auguste,POR,4,10.7,2.0,0.8,1.5,.500,0.0,0.3,.000,0.5,1.8,.286,1.0,1.3,2.3,1.0,0.0,0.0,1.0,1.3
2019-2020 NBA NBA Summer League Stats,Youssou Ndoye,DAL,2,4.3,2.0,0.5,1.0,.500,0.0,0.0,.000,1.0,1.0,1.000,0.0,0.5,0.5,1.0,0.5,0.5,0.5,1.0
2019-2020 NBA NBA Summer League Stats,Chad Brown,ORL,1,3.4,2.0,1.0,2.0,.500,0.0,0.0,.000,0.0,0.0,.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Obi Enechionyia,CHI,5,10.5,2.0,0.8,2.4,.333,0.4,1.6,.250,0.0,0.0,.000,0.2,1.4,1.6,0.0,0.0,0.2,0.6,1.2
2019-2020 NBA NBA Summer League Stats,Skylar Spencer,DEN,1,8.8,2.0,1.0,2.0,.500,0.0,0.0,.000,0.0,0.0,.000,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0
2019-2020 NBA NBA Summer League Stats,Brandon McCoy,MIN,3,2.9,2.0,0.7,1.3,.500,0.0,0.0,.000,0.7,1.3,.500,1.0,0.3,1.3,0.0,0.3,0.0,1.0,1.0
2019-2020 NBA NBA Summer League Stats,Keith Carter,OKC,1,7.3,2.0,1.0,3.0,.333,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2019-2020 NBA NBA Summer League Stats,Marques Townes,CHI,1,7.5,2.0,1.0,3.0,.333,0.0,0.0,.000,0.0,0.0,.000,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0
2019-2020 NBA NBA Summer League Stats,Ivan Ramljak,CRO,3,9.6,2.0,1.0,2.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.0,0.7,0.7,0.0,0.0,0.7,1.0,1.7
2019-2020 NBA NBA Summer League Stats,Justin Tillman,PHX,1,13.6,2.0,1.0,5.0,.200,0.0,0.0,.000,0.0,0.0,.000,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0
2019-2020 NBA NBA Summer League Stats,Elijah Thomas,CHA,3,7.3,2.0,0.7,2.7,.250,0.0,0.0,.000,0.7,1.3,.500,0.7,0.7,1.3,0.0,0.0,0.3,1.0,1.7
2019-2020 NBA NBA Summer League Stats,Jonathan Holmes,CHI,5,7.1,1.8,0.6,1.2,.500,0.2,0.4,.500,0.4,0.4,1.000,0.6,0.8,1.4,0.4,0.0,0.0,0.8,1.4
2019-2020 NBA NBA Summer League Stats,Deividas Sirvydis,DET,5,6.9,1.8,0.6,1.6,.375,0.6,1.2,.500,0.0,0.0,.000,0.2,0.4,0.6,0.2,0.0,0.2,0.4,1.0
2019-2020 NBA NBA Summer League Stats,Dylan Osetkowski,CLE,5,11.7,1.8,0.6,3.0,.200,0.4,1.4,.286,0.2,0.4,.500,0.8,1.0,1.8,1.0,0.2,0.2,1.2,1.4
2019-2020 NBA NBA Summer League Stats,Frankie Ferrari,UTA,4,14.7,1.8,0.8,3.5,.214,0.3,1.5,.167,0.0,0.0,.000,0.0,2.8,2.8,4.5,1.5,0.0,1.8,1.3
2019-2020 NBA NBA Summer League Stats,Kenny Wooten,NYK,3,11.6,1.7,0.7,1.0,.667,0.0,0.0,.000,0.3,0.7,.500,0.3,2.3,2.7,0.3,0.0,2.7,1.0,1.0
2019-2020 NBA NBA Summer League Stats,Keljin Blevins,POR,3,9.4,1.7,0.7,1.7,.400,0.3,0.7,.500,0.0,0.0,.000,0.3,0.7,1.0,0.0,0.3,0.0,1.3,1.3
2019-2020 NBA NBA Summer League Stats,"Galen Robinson, Jr.",SAS,5,12.1,1.6,0.8,2.0,.400,0.0,0.2,.000,0.0,0.4,.000,0.4,1.0,1.4,2.6,0.4,0.2,1.0,1.0
2019-2020 NBA NBA Summer League Stats,Noah Allen,WAS,2,15.7,1.5,0.5,2.5,.200,0.0,1.0,.000,0.5,1.0,.500,0.0,5.0,5.0,1.5,0.0,0.0,0.5,2.5
2019-2020 NBA NBA Summer League Stats,Markel Crawford,NYK,2,8.1,1.5,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.0,.000,0.0,0.5,0.5,0.0,0.5,1.0,0.0,1.0
2019-2020 NBA NBA Summer League Stats,Deshon Taylor,PHI,2,9.5,1.5,0.5,2.0,.250,0.5,1.5,.333,0.0,0.0,.000,0.0,1.0,1.0,1.5,0.0,0.5,1.0,0.0
2019-2020 NBA NBA Summer League Stats,Yusuf Sanon,WAS,4,12.0,1.5,0.5,2.8,.182,0.0,1.0,.000,0.5,1.5,.333,0.5,0.5,1.0,0.0,0.5,0.3,0.5,1.8
2019-2020 NBA NBA Summer League Stats,Jay Henderson,IND,2,16.9,1.5,0.5,4.0,.125,0.5,3.5,.143,0.0,0.0,.000,0.0,0.5,0.5,0.5,0.0,0.0,0.5,2.0
2019-2020 NBA NBA Summer League Stats,T.J. Cline,MIL,3,7.3,1.3,0.3,0.7,.500,0.3,0.7,.500,0.3,0.7,.500,0.3,0.7,1.0,0.3,0.7,0.0,0.3,2.3
2019-2020 NBA NBA Summer League Stats,"Michael Bethea, Jr.",DET,5,2.3,1.2,0.4,0.6,.667,0.4,0.6,.667,0.0,0.0,.000,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2
2019-2020 NBA NBA Summer League Stats,Zak Irvin,NYK,2,5.1,1.0,0.5,1.5,.333,0.0,0.0,.000,0.0,0.0,.000,1.0,0.5,1.5,0.5,0.5,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Duop Reath,BRK,2,2.9,1.0,0.5,0.5,1.000,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Conner Frankamp,LAL,2,9.2,1.0,0.5,2.0,.250,0.0,1.0,.000,0.0,0.0,.000,0.5,2.0,2.5,0.5,0.0,0.0,0.0,1.0
2019-2020 NBA NBA Summer League Stats,Marcquise Reed,DET,2,2.3,1.0,0.0,0.0,.000,0.0,0.0,.000,1.0,1.0,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Jon Davis,BRK,2,4.6,1.0,0.5,0.5,1.000,0.0,0.0,.000,0.0,0.0,.000,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5
2019-2020 NBA NBA Summer League Stats,Travin Thibodeaux,IND,2,4.5,1.0,0.5,1.5,.333,0.0,0.5,.000,0.0,0.0,.000,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.5
2019-2020 NBA NBA Summer League Stats,Vince Edwards,HOU,2,6.2,1.0,0.5,2.5,.200,0.0,1.5,.000,0.0,0.0,.000,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Keith Hornsby,POR,2,8.6,1.0,0.5,3.0,.167,0.0,1.5,.000,0.0,0.0,.000,0.5,1.5,2.0,0.0,0.0,0.0,0.5,0.5
2019-2020 NBA NBA Summer League Stats,Marquise Moore,MIN,3,4.3,1.0,0.3,1.7,.200,0.0,0.3,.000,0.3,0.3,1.000,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0
2019-2020 NBA NBA Summer League Stats,Isaiah Reese,HOU,3,4.6,0.7,0.3,1.7,.200,0.0,0.7,.000,0.0,0.0,.000,0.3,0.0,0.3,0.7,0.7,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Sandy Cohen III,CLE,3,9.1,0.7,0.3,2.0,.167,0.0,0.7,.000,0.0,0.0,.000,0.0,1.0,1.0,0.3,0.7,0.0,0.3,1.7
2019-2020 NBA NBA Summer League Stats,Javon Bess,NOP,4,5.5,0.5,0.3,1.0,.250,0.0,0.3,.000,0.0,0.0,.000,0.8,1.5,2.3,0.0,0.0,0.0,0.3,0.8
2019-2020 NBA NBA Summer League Stats,Landen Lucas,ATL,3,4.0,0.3,0.0,1.0,.000,0.0,0.0,.000,0.3,0.7,.500,0.7,0.7,1.3,0.0,0.0,0.0,0.0,1.3
2019-2020 NBA NBA Summer League Stats,Jon Elmore,BOS,4,6.1,0.3,0.0,0.8,.000,0.0,0.3,.000,0.3,0.5,.500,0.0,0.8,0.8,0.8,0.0,0.3,0.3,0.8
2019-2020 NBA NBA Summer League Stats,Lamar Peters,NYK,4,8.2,0.3,0.0,2.5,.000,0.0,1.8,.000,0.3,0.5,.500,0.0,1.0,1.0,1.5,0.5,0.0,1.5,1.8
2019-2020 NBA NBA Summer League Stats,Luke Petrasek,NOP,1,10.5,0.0,0.0,3.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
2019-2020 NBA NBA Summer League Stats,Brandon Gilbeck,DEN,1,3.4,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2019-2020 NBA NBA Summer League Stats,Torin Dorn,CHA,2,7.0,0.0,0.0,2.5,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.5,0.5,1.5,1.0,0.0,0.5,0.0
2019-2020 NBA NBA Summer League Stats,Martin Krampelj,DEN,1,7.0,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Speedy Smith,NYK,3,4.4,0.0,0.0,0.3,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.7
2019-2020 NBA NBA Summer League Stats,Kris Clyburn,MIL,2,2.1,0.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.0,.000,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Kaleb Johnson,BRK,1,2.2,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2019-2020 NBA NBA Summer League Stats,Duane Alexander Notice,TOR,2,4.0,0.0,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,.000,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0
2019-2020 NBA NBA Summer League Stats,Matt McQuaid,DET,4,2.0,0.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Pe'Shon Howard,DET,2,0.9,0.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Elijah Brown,WAS,1,5.4,0.0,0.0,2.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Simi Shittu,MEM,1,5.7,0.0,0.0,2.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2019-2020 NBA NBA Summer League Stats,B.J. Taylor,ORL,1,4.2,0.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-2020 NBA NBA Summer League Stats,Tre'Shaun Fletcher,UTA,1,6.7,0.0,0.0,4.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Billy Preston,NYK,2,3.4,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,1.0,.000,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0
2019-2020 NBA NBA Summer League Stats,Tyler Hall,CHI,2,3.4,0.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2019-2020 NBA NBA Summer League Stats,Austin Hollins,UTA,1,14.9,0.0,0.0,4.0,.000,0.0,3.0,.000,0.0,0.0,.000,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0
2019-2020 NBA NBA Summer League Stats,Rashad Vaughn,HOU,2,6.5,0.0,0.0,1.5,.000,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-2020 NBA NBA Summer League Stats,Mike Moore,BRK,3,3.2,0.0,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2019-2020 NBA NBA Summer League Stats,V.J. King,NYK,3,4.6,0.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.0,.000,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3
2019-2020 NBA NBA Summer League Stats,Makoto Hiejima,NOP,2,5.2,0.0,0.0,3.0,.000,0.0,2.5,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0
2019-2020 NBA NBA Summer League Stats,Sun Minghui,CHI,2,8.6,0.0,0.0,2.0,.000,0.0,1.0,.000,0.0,0.0,.000,0.0,0.5,0.5,0.0,0.5,0.0,1.5,2.0
